Provider_Name,Provider_Cat,Low_Cost,Med_Cost,High_Cost,VHigh_Cost,State,Child_Pov_LVL,High_School_Grad_Perc,Med_Age,Med_Fam_Income,Med_HHold_Income,Perc_NonEnglish,Perc_Veterans,Pov_LVL,Population_Total,Perc_Pop_Under18,Perc_Pop_18_24,Perc_Pop_25_44,Perc_Pop_45_64,Perc_Pop_Over65,Male_per_100_Females_All,Male_per_100_Females_Over18,Housing_Units,Area_Total,Water_Area,Land_Area,Pop_Density,Housing_Density,Perc_White,Perc_Black,Perc_Native,Perc_Asian,Perc_Islander,Perc_Other,Perc_MultiRace,Perc_Latin,Perc_WhiteAlone
MARINA DEL REY HOSPITAL,Med,0,1,0,0,California,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1
MARION GENERAL HOSPITAL,Med,0,1,0,0,Ohio,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
MARION GENERAL HOSPITAL,Med,0,1,0,0,Indiana,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MARION GENERAL HOSPITAL,Med,0,1,0,0,Mississippi,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MARION REGIONAL MEDICAL CENTER,Med,0,1,0,0,Alabama,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MARLBOROUGH HOSPITAL,Med,0,1,0,0,Massachusetts,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
MARSHALL MEDICAL CENTER,High,0,0,1,0,California,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
MARSHALL MEDICAL CENTER SOUTH,Low,1,0,0,0,Alabama,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
MARTHA JEFFERSON HOSPITAL,Low,1,0,0,0,Virginia,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1
MARTIN GENERAL HOSPITAL,Low,1,0,0,0,North Carolina,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MARTIN MEDICAL CENTER,Low,1,0,0,0,Florida,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
MARY BLACK HEALTH SYSTEM GAFFNEY,Low,1,0,0,0,South Carolina,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MARY BLACK HEALTH SYSTEM SPARTANBURG,Low,1,0,0,0,South Carolina,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MARY GREELEY MEDICAL CENTER,Low,1,0,0,0,Iowa,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
MARY HITCHCOCK MEMORIAL HOSPITAL,High,0,0,1,0,New Hampshire,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
MARY IMMACULATE HOSPITAL,Low,1,0,0,0,Virginia,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
MARY IMOGENE BASSETT HOSPITAL,High,0,0,1,0,New York,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
MARY LANNING HEALTHCARE,Low,1,0,0,0,Nebraska,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MARY RUTAN HOSPITAL,High,0,0,1,0,Ohio,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MARYMOUNT HOSPITAL,Low,1,0,0,0,Ohio,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
MASSACHUSETTS GENERAL HOSPITAL,High,0,0,1,0,Massachusetts,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0
MASSENA MEMORIAL HOSPITAL,Med,0,1,0,0,New York,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
MAT-SU REGIONAL MEDICAL CENTER,High,0,0,1,0,Alaska,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
MATAGORDA REGIONAL MEDICAL CENTER,Med,0,1,0,0,Texas,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
MAUI MEMORIAL MEDICAL CENTER,Very High,0,0,0,1,Hawaii,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
MAURY REGIONAL HOSPITAL,Low,1,0,0,0,Tennessee,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
MAYO CLINIC,Med,0,1,0,0,Florida,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,Med,0,1,0,0,Minnesota,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MAYO CLINIC HEALTH SYSTEM - FAIRMONT,Med,0,1,0,0,Minnesota,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MAYO CLINIC HEALTH SYSTEM - MANKATO,Med,0,1,0,0,Minnesota,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,Med,0,1,0,0,Wisconsin,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
MAYO CLINIC HEALTH SYSTEM IN RED WING,Med,0,1,0,0,Minnesota,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"MAYO CLINIC HEALTH SYSTEM IN WAYCROSS, INC",Low,1,0,0,0,Georgia,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MAYO CLINIC HLTH SYSTEM  FRANCISCAN MED CTR,Med,0,1,0,0,Wisconsin,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
MAYO CLINIC HOSPITAL,Med,0,1,0,0,Arizona,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0
MC DONOUGH DISTRICT HOSPITAL,Med,0,1,0,0,Illinois,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MCALESTER REGIONAL HEALTH CENTER AUTHORITY,Low,1,0,0,0,Oklahoma,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
"MCBRIDE CLINIC ORTHOPEDIC HOSPITAL,  L L C",Low,1,0,0,0,Oklahoma,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0
MCCULLOUGH-HYDE MEMORIAL HOSPITAL,Low,1,0,0,0,Ohio,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
MCCURTAIN MEMORIAL HOSPITAL,Med,0,1,0,0,Oklahoma,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
MCKAY DEE HOSPITAL,Med,0,1,0,0,Utah,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1
MCKEE MEDICAL CENTER,Low,1,0,0,0,Colorado,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MCKENZIE-WILLAMETTE MEDICAL CENTER,Med,0,1,0,0,Oregon,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1
MCLAREN - NORTHERN MICHIGAN,Med,0,1,0,0,Michigan,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
MCLAREN BAY REGION,Low,1,0,0,0,Michigan,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
MCLAREN CENTRAL MICHIGAN,Low,1,0,0,0,Michigan,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
MCLAREN FLINT,Med,0,1,0,0,Michigan,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
MCLAREN GREATER LANSING,Med,0,1,0,0,Michigan,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
MCLAREN LAPEER REGION,Low,1,0,0,0,Michigan,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MCLAREN MACOMB,Med,0,1,0,0,Michigan,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
MCLAREN OAKLAND,High,0,0,1,0,Michigan,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0
MCLAREN PORT HURON,Low,1,0,0,0,Michigan,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
MCLEOD LORIS SEACOAST HOSPITAL,Low,1,0,0,0,South Carolina,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MCLEOD MEDICAL CENTER - DILLON,Med,0,1,0,0,South Carolina,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,Med,0,1,0,0,South Carolina,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MCPHERSON HOSPITAL INC,Med,0,1,0,0,Kansas,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MEADOWLANDS HOSPITAL MEDICAL CENTER,Very High,0,0,0,1,New Jersey,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
MEADOWS REGIONAL MEDICAL CENTER,Low,1,0,0,0,Georgia,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MEADOWVIEW REGIONAL MEDICAL CENTER,Low,1,0,0,0,Kentucky,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MEADVILLE MEDICAL CENTER,Med,0,1,0,0,Pennsylvania,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
MEASE COUNTRYSIDE HOSPITAL,Low,1,0,0,0,Florida,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
MEASE DUNEDIN HOSPITAL,Low,1,0,0,0,Florida,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
MEDICAL CENTER AT ELIZABETH PLACE,Low,1,0,0,0,Ohio,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
MEDICAL CENTER BARBOUR,Med,0,1,0,0,Alabama,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
MEDICAL CENTER ENTERPRISE,Low,1,0,0,0,Alabama,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
MEDICAL CENTER HOSPITAL,Med,0,1,0,0,Texas,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
MEDICAL CENTER OF ARLINGTON,Med,0,1,0,0,Texas,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0
"MEDICAL CENTER OF AURORA, THE",Med,0,1,0,0,Colorado,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
MEDICAL CENTER OF LEWISVILLE,Med,0,1,0,0,Texas,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
MEDICAL CENTER OF MCKINNEY,Med,0,1,0,0,Texas,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1
MEDICAL CENTER OF PLANO,Med,0,1,0,0,Texas,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
MEDICAL CENTER OF THE ROCKIES,Low,1,0,0,0,Colorado,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MEDICAL CENTER OF TRINITY,Low,1,0,0,0,Florida,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MEDICAL CENTER SOUTH ARKANSAS,Low,1,0,0,0,Arkansas,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MEDICAL CITY DALLAS HOSPITAL,Med,0,1,0,0,Texas,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
MEDICAL COLLEGE OF VIRGINIA HOSPITALS,Very High,0,0,0,1,Virginia,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",Low,1,0,0,0,Alabama,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MEDINA HOSPITAL,Low,1,0,0,0,Ohio,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MEDINA MEMORIAL HOSPITAL,Low,1,0,0,0,New York,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,High,0,0,1,0,Maryland,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
MEDSTAR GOOD SAMARITAN HOSPITAL,High,0,0,1,0,Maryland,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
MEDSTAR HARBOR HOSPITAL,Very High,0,0,0,1,Maryland,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
MEDSTAR MONTGOMERY MEDICAL CENTER,Med,0,1,0,0,Maryland,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
MEDSTAR SAINT MARY'S HOSPITAL,Med,0,1,0,0,Maryland,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,High,0,0,1,0,Maryland,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MEDSTAR UNION MEMORIAL HOSPITAL,Very High,0,0,0,1,Maryland,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"MEMORIAL HEALTH UNIV MED CEN, INC",Med,0,1,0,0,Georgia,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MEMORIAL HEALTHCARE,Med,0,1,0,0,Michigan,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
"MEMORIAL HEALTHCARE SYSTEM, INC",Low,1,0,0,0,Tennessee,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL,Med,0,1,0,0,Texas,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MEMORIAL HERMANN HOSPITAL SYSTEM,Med,0,1,0,0,Texas,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
MEMORIAL HERMANN KATY HOSPITAL,Med,0,1,0,0,Texas,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,Low,1,0,0,0,Texas,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
MEMORIAL HERMANN NORTHEAST,Med,0,1,0,0,Texas,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
MEMORIAL HERMANN SUGAR LAND HOSPITAL,Med,0,1,0,0,Texas,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MEMORIAL HERMANN TEXAS MEDICAL CENTER,Very High,0,0,0,1,Texas,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
MEMORIAL HOSPITAL,Med,0,1,0,0,Illinois,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MEMORIAL HOSPITAL,Med,0,1,0,0,Pennsylvania,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0
MEMORIAL HOSPITAL,Med,0,1,0,0,Texas,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
MEMORIAL HOSPITAL,Med,0,1,0,0,Indiana,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
MEMORIAL HOSPITAL,Med,0,1,0,0,Oklahoma,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
MEMORIAL HOSPITAL,Med,0,1,0,0,Kentucky,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MEMORIAL HOSPITAL,Med,0,1,0,0,Ohio,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MEMORIAL HOSPITAL,Med,0,1,0,0,Ohio,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
MEMORIAL HOSPITAL,Med,0,1,0,0,Texas,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
MEMORIAL HOSPITAL,Med,0,1,0,0,Texas,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
MEMORIAL HOSPITAL & PHYSICIAN GROUP,Med,0,1,0,0,Oklahoma,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
MEMORIAL HOSPITAL AND HEALTH CARE CENTER,Low,1,0,0,0,Indiana,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MEMORIAL HOSPITAL AND MANOR,Med,0,1,0,0,Georgia,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MEMORIAL HOSPITAL AT GULFPORT,Med,0,1,0,0,Mississippi,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MEMORIAL HOSPITAL JACKSONVILLE,Low,1,0,0,0,Florida,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
MEMORIAL HOSPITAL LOS BANOS,Very High,0,0,0,1,California,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0
MEMORIAL HOSPITAL MIRAMAR,High,0,0,1,0,Florida,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0
MEMORIAL HOSPITAL OF CARBONDALE,Low,1,0,0,0,Illinois,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
MEMORIAL HOSPITAL OF GARDENA,High,0,0,1,0,California,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0
MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY,Low,1,0,0,0,Virginia,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MEMORIAL HOSPITAL OF RHODE ISLAND,High,0,0,1,0,Rhode Island,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
MEMORIAL HOSPITAL OF SALEM COUNTY,Low,1,0,0,0,New Jersey,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
MEMORIAL HOSPITAL OF SOUTH BEND,Med,0,1,0,0,Indiana,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
MEMORIAL HOSPITAL OF TAMPA,Low,1,0,0,0,Florida,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0
MEMORIAL HOSPITAL OF TEXAS COUNTY,Med,0,1,0,0,Oklahoma,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0
MEMORIAL HOSPITAL PEMBROKE,Med,0,1,0,0,Florida,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0
MEMORIAL HOSPITAL SWEETWATER COUNTY,High,0,0,1,0,Wyoming,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
MEMORIAL HOSPITAL WEST,Med,0,1,0,0,Florida,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0
MEMORIAL MEDICAL CENTER,Med,0,1,0,0,Illinois,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
MEMORIAL MEDICAL CENTER,Med,0,1,0,0,Pennsylvania,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
MEMORIAL MEDICAL CENTER,Med,0,1,0,0,California,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0
MEMORIAL MEDICAL CENTER INC,Med,0,1,0,0,New Mexico,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
MEMORIAL MEDICAL CENTER LIVINGSTON,Low,1,0,0,0,Texas,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
MEMORIAL MEDICAL CENTER OF EAST TEXAS,Low,1,0,0,0,Texas,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,Low,1,0,0,0,North Carolina,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
MEMORIAL REGIONAL HOSPITAL,Med,0,1,0,0,Florida,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0
MENA REGIONAL HEALTH SYSTEM,Med,0,1,0,0,Arkansas,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
MENLO PARK SURGICAL HOSPITAL,Very High,0,0,0,1,California,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1
MENORAH MEDICAL CENTER,Low,1,0,0,0,Kansas,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,Low,1,0,0,0,Ohio,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
